Complete_item_number,categories,enabled,family,groups,Category_Number,Item_Number,UPC_Number,Brand_name,Product_name_description_for_sales_in_Peach_Max_160,Peach_description_internal_short_name_Max_30,PRODUCT_CATEGORY,Stock_Item,Assembly_Item,Percentage_PCR_Materials,PCR_Asset_Class,Inner_Carton_QUANTITY_PCS,Master_Carton_QUANTITY_PCS,Master_Carton_BARCODE,Salon_Price_USD,40_off_FULL_SERVICE_Price_USD,40_and_10_off_Dealer_Price_USD,50_off_Dealer_Price_USD,55_off_Dealer_Price_USD,OTC_Distributor_Store_Price_USD,Retail_Price_USD,Retail_Price_CAD,Salon_Price_CAD,Ex_Factory_Price_USD,EX_Antioch_Price_USD,40_off_FULL_SERVICE_Price_CAD,40_10_Dealer_Price_CAD,50_off_Dealer_Price_CAD,55_off_Dealer_Price_CAD,Per_Piece_LENGTH_inches,Per_Piece_HEIGHT_inches,Per_Piece_WIDTH_inches,Per_Piece_NET_WEIGHT_OZ,Per_Piece_SHIPPING_WEIGHT_GROSS_WEIGHT_OZ,Inner_Carton_LENGTH_inches,Inner_Carton_HEIGHT_inches,Inner_Carton_WIDTH_inches,Inner_Carton_WEIGHT_OZ,Master_Carton_LENGTH_inches,Master_Carton_HEIGHT_inches,Master_Carton_WIDTH_inches,Master_Carton_WEIGHT_LBS,Per_Piece_LENGTH_cm,Per_Piece_HEIGHT_cm,Per_Piece_WIDTH_cm,Per_Piece_NET_WEIGHT_grams,Per_Piece_SHIPPING_WEIGHT_GROSS_WEIGHT_grams,Inner_Carton_LENGTH_cm,Inner_Carton_HEIGHT_cm,Inner_Carton_WIDTH_cm,Inner_Carton_WEIGHT_KG,Master_Carton_LENGTH_cm,Master_Carton_HEIGHT_cm,Master_Carton_WIDTH_cm,Master_Carton_WEIGHT_KG,Empty_Inner_Carton_Weight,Empty_Master_Carton_Weight,Product_Packaging_Weight,Plastic_Bag_Weight,Empty_Display_Weight,Zip_Tie_Grams,Hang_Tag_Grams,Plastic_Box_Grams,Info_Manual_Grams,Plug_Cover_Grams,Thermoform_Grams,Plastic_Film_Grams,VENDOR_NAME,Country_of_Origin,Purchase_Cost_USD,Production_MOQ_in_Pcs,Free_Trade_Agreement_Coverage,USMCA_NAFTA_CERTIFICATE,US_HTS_Customs_Code,US_Import_Duty_Rate_Component,US_Import_Duty_Unit_Component,Canada_Import_Duty_Unit_Component,Canada_Import_Duty_Rate_Component,Cases_Per_Layer,Pallet_Tier,Pallet_Height,Layers_Per_Pallet,Total_Cases_Per_Pallet,Total_Piece_Count_Per_Pallet,Pallet_Weight,Pallet_Height_Total,Pallet_Width,Pallet_Length,Rep_Commission_code,OGI_Commission_code,Prop_65_warning_needed,Prop_65_test_date,Main_Images_Dropbox_Folder_Link,Product_Logo,Product_Sell_Sheet_pdf_ENG_emailable_size_Link,Social_Media_Images_Dropbox_Folder_Link,Product_Tagline,Product_Feature_1,Product_Feature_2,Product_Feature_3,Product_Feature_4,Product_Feature_5,Product_Feature_6,Product_Feature_7,Product_Feature_8,Product_Feature_9,Product_Feature_10,YouTube_Link_EN_Link,YouTube_Link_SP_Link,YouTube_FR_Link,Vimeo_Link_EN_Link,Vimeo_Link_SP_Link,Vimeo_Link_FR_Link,Product_Sell_Sheet_pdf_SP_emailable_size_Link,Product_Sell_Sheet_pdf_FR_emailable_size_Link,LANGUAGES_ON_PRODUCT_PACKAGING,AMZ_Product_Name,AMZ_ASIN_Number,AMZ_Product_Description,AMZ_Product_Benefits,AMZ_Product_Usage,AMZ_Search_Term_Keywords_ALL,AMZ_Images_Dropbox_Folder_Link,Customer_reference_number,Customer_product_name,Customer_name,OG_product_or_Private_Label
713-DV3,hair_brushes,1,og_products,,713,DV-3,752110713157,Olivia Garden,Divine Dry Detangler,DIVINE DRY DETANGLER - DV-3,Hair Brushes,,,,,6,60,30752110713158,16.9,10.14,9.13,8.45,7.61,12.68,27.95,34.98,,5.26,,,,10.5,9.45,8.3,2,3,4.208,2.6732,9.06,2.17,16.61,1.975,19.2,12.1,17.4,22.1,21.082,5.08,7.62,119.2947,167.0731,23,5.5,42.2,0.8958,48.768,30.734,44.196,10.0244,,,,,,,,,,,,,FINETECH,South Korea,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/vlzcww27ms3umtn/AAC1AR8ZJrCC7s89z98fPKFsa?dl=0,,https://www.dropbox.com/s/p3ukyo7lx5utjan/Divine%20Sell%20Sheet_Front_Back.pdf?dl=0,,,For easy detangling & smoothing of dry hair + Seamless Tension-Flex bristles of scattered lengths,,,,,,,,,,https://youtu.be/wJ9Ch1MaGUA,https://youtu.be/I7FBVlC4lsI,https://youtu.be/R4Ywqe8QRBY,https://vimeo.com/105591503,https://vimeo.com/183907322,https://vimeo.com/184916109,,,"English, French, Spanish",,,,,,,,,,,
713-DV4,hair_brushes,1,og_products,,713,DV-4,752110713164,Olivia Garden,Divine 100% Boar Styler,DIVINE 100% BOAR STYLER - DV-4,Hair Brushes,,,,,6,60,30752110713165,19.95,11.97,10.77,9.98,8.98,14.96,32.95,42,,6.45,,,,12.6,11.34,8.375,1.5,3,6.72,2.7095,8.98,2.2,16.57,1.98,19.2,12.1,17.5,22.4,21.2725,3.81,7.62,190.5086,169.341,22.8,5.6,42.1,0.8981,48.768,30.734,44.45,10.1605,,,,,,,,,,,,,FINETECH,South Korea,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/vlzcww27ms3umtn/AAC1AR8ZJrCC7s89z98fPKFsa?dl=0,,https://www.dropbox.com/s/p3ukyo7lx5utjan/Divine%20Sell%20Sheet_Front_Back.pdf?dl=0,,,For superior straightening smoothing & touch-ups + 100% boar bristles,,,,,,,,,,https://youtu.be/wJ9Ch1MaGUA,https://youtu.be/I7FBVlC4lsI,https://youtu.be/R4Ywqe8QRBY,https://vimeo.com/105591503,https://vimeo.com/183907322,https://vimeo.com/184916109,,,"English, French, Spanish",,,,,,,,,,,
717-EC20F,hair_brushes,1,og_products,,717,EC-20F,752110717230,Olivia Garden,"EcoCeramic Firm Thermal  1 3/4""",ECOCERAMIC FIRM THERMAL EC-20F,Hair Brushes,,,,,6,,30752110717231,17.95,10.77,9.69,8.98,8.08,13.46,29.95,36.58,21.95,5.83,7.54,,,10.98,9.88,10.1575,1.75,1.75,2.4,,,,,,,,,,25.8,4.445,4.445,68.0388,,,,,,,,,,,,,,,,,,,,,,SANGSHIN,South Korea,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/5a0jdu33krinm2k/AAAPh9SB2VUf05v9sPfbkGfsa?dl=0,,https://www.dropbox.com/s/whmyo75m0w7v964/Eco_Firm_Sell%20Sheet_Spread.pdf?dl=0,,,"Frim Bristles + Ideal for thick or coarse hair that needs maximum tension + To straighten, add volume or soften curls",Tourmaline Ion technology + Hydrates the cuticle & adds shine + Eliminates frizz & flyaways,"Extreme heat resistant + Exclusive Nylgard bristles are heat resistant up to 550°F (290˚C) + Ceramic coated barrel heats up faster & retains heat longer + Faster, gentler & better styling",Handcrafted wood handle + Special anti-slip grip + Ergonomic design + Durable & biodegradable,,,,,,,https://youtu.be/Kj5vtwwIRtU,https://youtu.be/G0WBCyrdaxE,https://youtu.be/3bdZJ-ihqrQ,https://vimeo.com/137185660,https://vimeo.com/181666449,https://vimeo.com/183391648,https://www.dropbox.com/s/ael4lbedzz7cje2/EcoCeramic_Firm_Spanish_Sell%20Sheet.pdf?dl=0,https://www.dropbox.com/s/glfrzd80tt412x2/Eco_Firm_Sell%20Sheet_FRENCH.pdf?dl=0,"English, French, Spanish",,,,,,,,,,,
717-EC26F,hair_brushes,1,og_products,,717,EC-26F,752110717247,Olivia Garden,"EcoCeramic Firm Thermal  2 1/8""",ECOCERAMIC FIRM THERMAL EC-26F,Hair Brushes,,,,,6,,30752110717248,19.95,11.97,10.77,9.98,8.98,14.96,32.95,41.58,24.95,6.45,8.38,,,12.48,11.23,9.8425,2.125,2.125,3.2,,,,,,,,,,25,5.3975,5.3975,90.7184,,,,,,,,,,,,,,,,,,,,,,SANGSHIN,South Korea,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/5a0jdu33krinm2k/AAAPh9SB2VUf05v9sPfbkGfsa?dl=0,,https://www.dropbox.com/s/whmyo75m0w7v964/Eco_Firm_Sell%20Sheet_Spread.pdf?dl=0,,,"Frim Bristles + Ideal for thick or coarse hair that needs maximum tension + To straighten, add volume or soften curls",Tourmaline Ion technology + Hydrates the cuticle & adds shine + Eliminates frizz & flyaways,"Extreme heat resistant + Exclusive Nylgard bristles are heat resistant up to 550°F (290˚C) + Ceramic coated barrel heats up faster & retains heat longer + Faster, gentler & better styling",Handcrafted wood handle + Special anti-slip grip + Ergonomic design + Durable & biodegradable,,,,,,,https://youtu.be/Kj5vtwwIRtU,https://youtu.be/G0WBCyrdaxE,https://youtu.be/3bdZJ-ihqrQ,https://vimeo.com/137185660,https://vimeo.com/181666449,https://vimeo.com/183391648,https://www.dropbox.com/s/ael4lbedzz7cje2/EcoCeramic_Firm_Spanish_Sell%20Sheet.pdf?dl=0,https://www.dropbox.com/s/glfrzd80tt412x2/Eco_Firm_Sell%20Sheet_FRENCH.pdf?dl=0,"English, French, Spanish",,,,,,,,,,,
CP-CRC1,apparel,1,og_products,,CP,CR-C1,752110981204,Olivia Garden,Charm Cape Black,CHARM CAPE BLACK,Apparel,,,,,12,48,30752110981205,13.25,7.95,7.16,6.63,5.96,9.38,15.95,,15.99,3.23,,,,8,7.2,9.9,1.2,3.7,8,4.1043,7.8,10.3,7.8,6.45,16.3,11.2,16.3,27.15,25.146,3.048,9.398,226.796,256.5193,19.812,26.162,19.812,2.9252,41.402,28.448,41.402,12.3129,,,,,,,,,,,,,TIANBA,China,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/y2rbavv2bh9zc0w/AAD4RBVbONuTTf4YKGklOAqfa?dl=0,,https://www.dropbox.com/s/irwssofg8idcg9x/Charm%20Cape%20Sell%20Sheet%20LR.pdf?dl=0,,,"Perfect Fit™ neck closure + Adjusts to all neck sizes perfectly, easily & comfortably",Anti-static + Waterproof & stain resistant + Comfortable lightweight breathable fabric,"Easy care, wash & wear + Large size 59"" x 54"" (150cm x 137cm) + One size fits all",,,,,,,,,,,,,,,,"English, French, Spanish",,,,,,,,,,,
717-EC36F,hair_brushes,1,og_products,,717,EC-36F,752110717254,Olivia Garden,"EcoCeramic Firm Thermal  2 1/2""",ECOCERAMIC FIRM THERMAL EC-36F,Hair Brushes,,,,,6,,30752110717255,23.95,14.37,12.93,11.98,10.78,17.96,39.95,49.92,29.95,7.29,10.06,,,14.98,13.48,9.7638,2.5,2.5,4,,,,,,,,,,24.8,6.35,6.35,113.398,,,,,,,,,,,,,,,,,,,,,,SANGSHIN,South Korea,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/5a0jdu33krinm2k/AAAPh9SB2VUf05v9sPfbkGfsa?dl=0,,https://www.dropbox.com/s/whmyo75m0w7v964/Eco_Firm_Sell%20Sheet_Spread.pdf?dl=0,,,"Frim Bristles + Ideal for thick or coarse hair that needs maximum tension + To straighten, add volume or soften curls",Tourmaline Ion technology + Hydrates the cuticle & adds shine + Eliminates frizz & flyaways,"Extreme heat resistant + Exclusive Nylgard bristles are heat resistant up to 550°F (290˚C) + Ceramic coated barrel heats up faster & retains heat longer + Faster, gentler & better styling",Handcrafted wood handle + Special anti-slip grip + Ergonomic design + Durable & biodegradable,,,,,,,https://youtu.be/Kj5vtwwIRtU,https://youtu.be/G0WBCyrdaxE,https://youtu.be/3bdZJ-ihqrQ,https://vimeo.com/137185660,https://vimeo.com/181666449,https://vimeo.com/183391648,https://www.dropbox.com/s/ael4lbedzz7cje2/EcoCeramic_Firm_Spanish_Sell%20Sheet.pdf?dl=0,https://www.dropbox.com/s/glfrzd80tt412x2/Eco_Firm_Sell%20Sheet_FRENCH.pdf?dl=0,"English, French, Spanish",,,,,,,,,,,
717-EC46F,hair_brushes,1,og_products,,717,EC-46F,752110717261,Olivia Garden,"EcoCeramic Firm Thermal  3""",ECOCERAMIC FIRM THERMAL EC-46F,Hair Brushes,,,,,6,,30752110717262,26.95,16.17,14.55,13.48,12.13,20.21,44.95,56.25,33.75,8.07,11.32,,,16.88,15.19,9.7638,3,3,4.8,,,,,,,,,,24.8,7.62,7.62,136.0776,,,,,,,,,,,,,,,,,,,,,,SANGSHIN,South Korea,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/5a0jdu33krinm2k/AAAPh9SB2VUf05v9sPfbkGfsa?dl=0,,https://www.dropbox.com/s/whmyo75m0w7v964/Eco_Firm_Sell%20Sheet_Spread.pdf?dl=0,,,"Frim Bristles + Ideal for thick or coarse hair that needs maximum tension + To straighten, add volume or soften curls",Tourmaline Ion technology + Hydrates the cuticle & adds shine + Eliminates frizz & flyaways,"Extreme heat resistant + Exclusive Nylgard bristles are heat resistant up to 550°F (290˚C) + Ceramic coated barrel heats up faster & retains heat longer + Faster, gentler & better styling",Handcrafted wood handle + Special anti-slip grip + Ergonomic design + Durable & biodegradable,,,,,,,https://youtu.be/Kj5vtwwIRtU,https://youtu.be/G0WBCyrdaxE,https://youtu.be/3bdZJ-ihqrQ,https://vimeo.com/137185660,https://vimeo.com/181666449,https://vimeo.com/183391648,https://www.dropbox.com/s/ael4lbedzz7cje2/EcoCeramic_Firm_Spanish_Sell%20Sheet.pdf?dl=0,https://www.dropbox.com/s/glfrzd80tt412x2/Eco_Firm_Sell%20Sheet_FRENCH.pdf?dl=0,"English, French, Spanish",,,,,,,,,,,
717-EC20S,hair_brushes,1,og_products,,717,EC-20S,752110717186,Olivia Garden,"EcoCeramic Soft Thermal  1 3/4""",ECOCERAMIC SOFT THERMAL EC-20S,Hair Brushes,,,,,6,,30752110717187,17.95,10.77,9.69,8.98,8.08,13.46,29.95,36.58,21.95,5.83,7.54,,,10.98,9.88,9.7244,1.75,1.75,2.4,,9,2.25,11,16,,,,,24.7,4.445,4.445,68.0388,,,,,,,,,,,,,,,,,,,,,,SANGSHIN,South Korea,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/x6rp89qqegwguom/AADR5DGpYNv6nyXytXo7MJU9a?dl=0,,https://www.dropbox.com/s/cfud64mfcbp28wj/Eco_Soft_Sell+Sheet_Spread.pdf?dl=0,,,"Frim Bristles + Ideal for fine or thinning hair that needs soft tension + To straighten, add volume or soften curls",Tourmaline Ion technology + Hydrates the cuticle & adds shine + Eliminates frizz & flyaways,Unique mix of boar & Nylgard bristles + Exclusive Nylgard bristles are heat resistant up to  550°F (290˚C) + Boar bristles distribute hair's natural oils for a smooth & shiny finish,"Ceramic coated barrel + heats up faster & retains heat longer + faster, gentler & better styling",Handcrafted wood handle + Special anti-slip grip + Ergonomic design + Durable & biodegradable,,,,,,https://youtu.be/Kj5vtwwIRtU,https://youtu.be/G0WBCyrdaxE,https://youtu.be/3bdZJ-ihqrQ,https://vimeo.com/137185660,https://vimeo.com/181666449,https://vimeo.com/183391648,https://www.dropbox.com/s/1zwi7pcppe473kj/EcoCeramic_Soft_Spanish_Sell+Sheet.pdf?dl=0,https://www.dropbox.com/s/r5x8u2ffnh1opw4/Eco_Soft_Sell+Sheet_French.pdf?dl=0,"English, French, Spanish",,,,,,,,,,,
717-EC26S,hair_brushes,1,og_products,,717,EC-26S,752110717193,Olivia Garden,"EcoCeramic Soft Thermal  2 1/8""",ECOCERAMIC SOFT THERMAL EC-26S,Hair Brushes,,,,,6,,30752110717194,19.95,11.97,10.77,9.98,8.98,14.96,32.95,41.58,24.95,6.45,8.38,,,12.48,11.23,9.9213,2.125,2.125,3.2,,11,2.635,9.5,22.4,,,,,25.2,5.3975,5.3975,90.7184,,,,,,,,,,,,,,,,,,,,,,SANGSHIN,South Korea,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/x6rp89qqegwguom/AADR5DGpYNv6nyXytXo7MJU9a?dl=0,,https://www.dropbox.com/s/cfud64mfcbp28wj/Eco_Soft_Sell+Sheet_Spread.pdf?dl=0,,,"Frim Bristles + Ideal for fine or thinning hair that needs soft tension + To straighten, add volume or soften curls",Tourmaline Ion technology + Hydrates the cuticle & adds shine + Eliminates frizz & flyaways,Unique mix of boar & Nylgard bristles + Exclusive Nylgard bristles are heat resistant up to  550°F (290˚C) + Boar bristles distribute hair's natural oils for a smooth & shiny finish,"Ceramic coated barrel + heats up faster & retains heat longer + faster, gentler & better styling",Handcrafted wood handle + Special anti-slip grip + Ergonomic design + Durable & biodegradable,,,,,,https://youtu.be/Kj5vtwwIRtU,https://youtu.be/G0WBCyrdaxE,https://youtu.be/3bdZJ-ihqrQ,https://vimeo.com/137185660,https://vimeo.com/181666449,https://vimeo.com/183391648,https://www.dropbox.com/s/1zwi7pcppe473kj/EcoCeramic_Soft_Spanish_Sell+Sheet.pdf?dl=0,https://www.dropbox.com/s/r5x8u2ffnh1opw4/Eco_Soft_Sell+Sheet_French.pdf?dl=0,"English, French, Spanish",,,,,,,,,,,
717-EC36S,hair_brushes,1,og_products,,717,EC-36S,752110717209,Olivia Garden,"EcoCeramic Soft Thermal  2 1/2""",ECOCERAMIC SOFT THERMAL EC-36S,Hair Brushes,,,,,6,,30752110717200,23.95,14.37,12.93,11.98,10.78,17.96,39.95,49.92,29.95,7.29,10.06,,,14.98,13.48,9.7638,2.5,2.5,4,,11,3,11,32,,,,,24.8,6.35,6.35,113.398,,,,,,,,,,,,,,,,,,,,,,SANGSHIN,South Korea,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/x6rp89qqegwguom/AADR5DGpYNv6nyXytXo7MJU9a?dl=0,,https://www.dropbox.com/s/cfud64mfcbp28wj/Eco_Soft_Sell+Sheet_Spread.pdf?dl=0,,,"Frim Bristles + Ideal for fine or thinning hair that needs soft tension + To straighten, add volume or soften curls",Tourmaline Ion technology + Hydrates the cuticle & adds shine + Eliminates frizz & flyaways,Unique mix of boar & Nylgard bristles + Exclusive Nylgard bristles are heat resistant up to  550°F (290˚C) + Boar bristles distribute hair's natural oils for a smooth & shiny finish,"Ceramic coated barrel + heats up faster & retains heat longer + faster, gentler & better styling",Handcrafted wood handle + Special anti-slip grip + Ergonomic design + Durable & biodegradable,,,,,,https://youtu.be/Kj5vtwwIRtU,https://youtu.be/G0WBCyrdaxE,https://youtu.be/3bdZJ-ihqrQ,https://vimeo.com/137185660,https://vimeo.com/181666449,https://vimeo.com/183391648,https://www.dropbox.com/s/1zwi7pcppe473kj/EcoCeramic_Soft_Spanish_Sell+Sheet.pdf?dl=0,https://www.dropbox.com/s/r5x8u2ffnh1opw4/Eco_Soft_Sell+Sheet_French.pdf?dl=0,"English, French, Spanish",,,,,,,,,,,
717-EC46S,hair_brushes,1,og_products,,717,EC-46S,752110717216,Olivia Garden,"EcoCeramic Soft Thermal  3""",ECOCERAMIC SOFT THERMAL EC-46S,Hair Brushes,,,,,6,,30752110717217,26.95,16.17,14.55,13.48,12.13,20.21,44.95,56.25,33.75,8.07,11.32,,,16.88,15.19,10,3,3,4.8,,11.5,3.375,11.5,32,,,,,25.4,7.62,7.62,136.0776,,,,,,,,,,,,,,,,,,,,,,SANGSHIN,South Korea,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/x6rp89qqegwguom/AADR5DGpYNv6nyXytXo7MJU9a?dl=0,,https://www.dropbox.com/s/cfud64mfcbp28wj/Eco_Soft_Sell+Sheet_Spread.pdf?dl=0,,,"Frim Bristles + Ideal for fine or thinning hair that needs soft tension + To straighten, add volume or soften curls",Tourmaline Ion technology + Hydrates the cuticle & adds shine + Eliminates frizz & flyaways,Unique mix of boar & Nylgard bristles + Exclusive Nylgard bristles are heat resistant up to  550°F (290˚C) + Boar bristles distribute hair's natural oils for a smooth & shiny finish,"Ceramic coated barrel + heats up faster & retains heat longer + faster, gentler & better styling",Handcrafted wood handle + Special anti-slip grip + Ergonomic design + Durable & biodegradable,,,,,,https://youtu.be/Kj5vtwwIRtU,https://youtu.be/G0WBCyrdaxE,https://youtu.be/3bdZJ-ihqrQ,https://vimeo.com/137185660,https://vimeo.com/181666449,https://vimeo.com/183391648,https://www.dropbox.com/s/1zwi7pcppe473kj/EcoCeramic_Soft_Spanish_Sell+Sheet.pdf?dl=0,https://www.dropbox.com/s/r5x8u2ffnh1opw4/Eco_Soft_Sell+Sheet_French.pdf?dl=0,"English, French, Spanish",,,,,,,,,,,
720-EH24,hair_brushes,1,og_products,,720,EH-24,752110720407,Olivia Garden,"EcoHair Thermal 1""",ECOHAIR THERMAL EH-24,Hair Brushes,,,,,6,60,30752110720408,9.99,5.99,5.39,5,4.5,7.49,16.5,24.92,14.95,2.88,4.2,,,7.48,6.73,10,1.5,1.5,2.56,1.4454,11,2,8.3,1.1,11.4,17.6,11.4,11.95,25.4,3.81,3.81,72.5747,90.3404,27.94,5.08,21.082,0.499,28.956,44.704,28.956,5.4204,,,,,,,,,,,,,JSIU BEAUTY,China,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/bgcc7e8a8ns8ti7/AABIQ6nD8d3PY2_as8kRkxUwa?dl=0,,https://www.dropbox.com/s/bewrx1kxrxzd7kg/EH%20Thermal_Sell%20Sheet.pdf?dl=0,,,"Professional Brush Made from Bamboo + Bamboo is stronger, lighter & more durable than wood + Bamboo is a  100% natural renewable resource + Using bamboo preserves hardwood forests",Ion Charged Bristles + Hydrate the cuticle & adds shine + Eliminate frizz & flyaways,"Ceramic coated barrel + Heats up faster & retains heat longer + Faster, gentler & better styling",Handcrafted Bamboo Handle + Easy-to-rotate ergonomic handle with engraved neck + Durable & biodegradable + Special anti-slip grip + Lightweight,,,,,,,https://youtu.be/GfWN0vyeYrQ,https://youtu.be/QXtUwNSFa-U,https://youtu.be/XnJpWyGu0uk,https://vimeo.com/251345241,https://vimeo.com/295907936,https://vimeo.com/296929081,,https://www.dropbox.com/s/tsesszjfn6422uk/EH%20Thermal_Sell%20Sheet_French.pdf?dl=0,"English, French, Spanish",,,,,,,,,,,
720-EH34,hair_brushes,1,og_products,,720,EH-34,752110720414,Olivia Garden,"EcoHair Thermal 1 1/4""",ECOHAIR THERMAL EH-34,Hair Brushes,,,,,6,60,30752110720415,10.99,6.59,5.93,5.5,4.95,8.24,18.5,26.58,15.95,3.3,4.62,,,7.98,7.18,10,2,2,3.04,1.766,11.1,2.6,9.9,1.35,13.6,20.7,11.7,14.6,25.4,5.08,5.08,86.1825,110.3741,28.194,6.604,25.146,0.6123,34.544,52.578,29.718,6.6224,,,,,,,,,,,,,JSIU BEAUTY,China,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/bgcc7e8a8ns8ti7/AABIQ6nD8d3PY2_as8kRkxUwa?dl=0,,https://www.dropbox.com/s/bewrx1kxrxzd7kg/EH%20Thermal_Sell%20Sheet.pdf?dl=0,,,"Professional Brush Made from Bamboo + Bamboo is stronger, lighter & more durable than wood + Bamboo is a  100% natural renewable resource + Using bamboo preserves hardwood forests",Ion Charged Bristles + Hydrate the cuticle & adds shine + Eliminate frizz & flyaways,"Ceramic coated barrel + Heats up faster & retains heat longer + Faster, gentler & better styling",Handcrafted Bamboo Handle + Easy-to-rotate ergonomic handle with engraved neck + Durable & biodegradable + Special anti-slip grip + Lightweight,,,,,,,https://youtu.be/GfWN0vyeYrQ,https://youtu.be/QXtUwNSFa-U,https://youtu.be/XnJpWyGu0uk,https://vimeo.com/251345241,https://vimeo.com/295907936,https://vimeo.com/296929081,,https://www.dropbox.com/s/tsesszjfn6422uk/EH%20Thermal_Sell%20Sheet_French.pdf?dl=0,"English, French, Spanish",,,,,,,,,,,
720-EH44,hair_brushes,1,og_products,,720,EH-44,752110720421,Olivia Garden,"EcoHair Thermal 1 3/4""",ECOHAIR THERMAL EH-44,Hair Brushes,,,,,6,60,30752110720522,12.99,7.79,7.01,6.5,5.85,9.74,21.5,29.92,17.95,3.84,5.46,,,8.98,8.08,10,2.5,2.5,3.52,2.147,11.4,3,11,1.6,15.4,23,12.5,17.75,25.4,6.35,6.35,99.7902,134.1876,28.956,7.62,27.94,0.7257,39.116,58.42,31.75,8.0513,,,,,,,,,,,,,JSIU BEAUTY,China,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/bgcc7e8a8ns8ti7/AABIQ6nD8d3PY2_as8kRkxUwa?dl=0,,https://www.dropbox.com/s/bewrx1kxrxzd7kg/EH%20Thermal_Sell%20Sheet.pdf?dl=0,,,"Professional Brush Made from Bamboo + Bamboo is stronger, lighter & more durable than wood + Bamboo is a  100% natural renewable resource + Using bamboo preserves hardwood forests",Ion Charged Bristles + Hydrate the cuticle & adds shine + Eliminate frizz & flyaways,"Ceramic coated barrel + Heats up faster & retains heat longer + Faster, gentler & better styling",Handcrafted Bamboo Handle + Easy-to-rotate ergonomic handle with engraved neck + Durable & biodegradable + Special anti-slip grip + Lightweight,,,,,,,https://youtu.be/GfWN0vyeYrQ,https://youtu.be/QXtUwNSFa-U,https://youtu.be/XnJpWyGu0uk,https://vimeo.com/251345241,https://vimeo.com/295907936,https://vimeo.com/296929081,,https://www.dropbox.com/s/tsesszjfn6422uk/EH%20Thermal_Sell%20Sheet_French.pdf?dl=0,"English, French, Spanish",,,,,,,,,,,
720-EH54,hair_brushes,1,og_products,,720,EH-54,752110720438,Olivia Garden,"EcoHair Thermal 2""",ECOHAIR THERMAL EH-54,Hair Brushes,,,,,6,60,30752110720438,15.99,9.59,8.63,8,7.2,11.99,26.5,33.25,19.95,4.8,6.72,,,9.98,8.98,10.25,3,3,4,2.5583,14,3.6,11,1.9,18.7,23,15,21.15,26.035,7.62,7.62,113.398,159.8912,35.56,9.144,27.94,0.8616,47.498,58.42,38.1,9.5935,,,,,,,,,,,,,JSIU BEAUTY,China,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/bgcc7e8a8ns8ti7/AABIQ6nD8d3PY2_as8kRkxUwa?dl=0,,https://www.dropbox.com/s/bewrx1kxrxzd7kg/EH%20Thermal_Sell%20Sheet.pdf?dl=0,,,"Professional Brush Made from Bamboo + Bamboo is stronger, lighter & more durable than wood + Bamboo is a  100% natural renewable resource + Using bamboo preserves hardwood forests",Ion Charged Bristles + Hydrate the cuticle & adds shine + Eliminate frizz & flyaways,"Ceramic coated barrel + Heats up faster & retains heat longer + Faster, gentler & better styling",Handcrafted Bamboo Handle + Easy-to-rotate ergonomic handle with engraved neck + Durable & biodegradable + Special anti-slip grip + Lightweight,,,,,,,https://youtu.be/GfWN0vyeYrQ,https://youtu.be/QXtUwNSFa-U,https://youtu.be/XnJpWyGu0uk,https://vimeo.com/251345241,https://vimeo.com/295907936,https://vimeo.com/296929081,,https://www.dropbox.com/s/tsesszjfn6422uk/EH%20Thermal_Sell%20Sheet_French.pdf?dl=0,"English, French, Spanish",,,,,,,,,,,
