Complete_item_number,categories,enabled,family,groups,Category_Number,Item_Number,UPC_Number,Brand_name,Product_name_description_for_sales_in_Peach_Max_160,Peach_description_internal_short_name_Max_30,PRODUCT_CATEGORY,Stock_Item,Assembly_Item,Percentage_PCR_Materials,PCR_Asset_Class,Inner_Carton_QUANTITY_PCS,Master_Carton_QUANTITY_PCS,Master_Carton_BARCODE,Salon_Price_USD,40_off_FULL_SERVICE_Price_USD,40_and_10_off_Dealer_Price_USD,50_off_Dealer_Price_USD,55_off_Dealer_Price_USD,OTC_Distributor_Store_Price_USD,Retail_Price_USD,Retail_Price_CAD,Salon_Price_CAD,Ex_Factory_Price_USD,EX_Antioch_Price_USD,40_off_FULL_SERVICE_Price_CAD,40_10_Dealer_Price_CAD,50_off_Dealer_Price_CAD,55_off_Dealer_Price_CAD,Per_Piece_LENGTH_inches,Per_Piece_HEIGHT_inches,Per_Piece_WIDTH_inches,Per_Piece_NET_WEIGHT_OZ,Per_Piece_SHIPPING_WEIGHT_GROSS_WEIGHT_OZ,Inner_Carton_LENGTH_inches,Inner_Carton_HEIGHT_inches,Inner_Carton_WIDTH_inches,Inner_Carton_WEIGHT_OZ,Master_Carton_LENGTH_inches,Master_Carton_HEIGHT_inches,Master_Carton_WIDTH_inches,Master_Carton_WEIGHT_LBS,Per_Piece_LENGTH_cm,Per_Piece_HEIGHT_cm,Per_Piece_WIDTH_cm,Per_Piece_NET_WEIGHT_grams,Per_Piece_SHIPPING_WEIGHT_GROSS_WEIGHT_grams,Inner_Carton_LENGTH_cm,Inner_Carton_HEIGHT_cm,Inner_Carton_WIDTH_cm,Inner_Carton_WEIGHT_KG,Master_Carton_LENGTH_cm,Master_Carton_HEIGHT_cm,Master_Carton_WIDTH_cm,Master_Carton_WEIGHT_KG,Empty_Inner_Carton_Weight,Empty_Master_Carton_Weight,Product_Packaging_Weight,Plastic_Bag_Weight,Empty_Display_Weight,Zip_Tie_Grams,Hang_Tag_Grams,Plastic_Box_Grams,Info_Manual_Grams,Plug_Cover_Grams,Thermoform_Grams,Plastic_Film_Grams,VENDOR_NAME,Country_of_Origin,Purchase_Cost_USD,Production_MOQ_in_Pcs,Free_Trade_Agreement_Coverage,USMCA_NAFTA_CERTIFICATE,US_HTS_Customs_Code,US_Import_Duty_Rate_Component,US_Import_Duty_Unit_Component,Canada_Import_Duty_Unit_Component,Canada_Import_Duty_Rate_Component,Cases_Per_Layer,Pallet_Tier,Pallet_Height,Layers_Per_Pallet,Total_Cases_Per_Pallet,Total_Piece_Count_Per_Pallet,Pallet_Weight,Pallet_Height_Total,Pallet_Width,Pallet_Length,Rep_Commission_code,OGI_Commission_code,Prop_65_warning_needed,Prop_65_test_date,Main_Images_Dropbox_Folder_Link,Product_Logo,Product_Sell_Sheet_pdf_ENG_emailable_size_Link,Social_Media_Images_Dropbox_Folder_Link,Product_Tagline,Product_Feature_1,Product_Feature_2,Product_Feature_3,Product_Feature_4,Product_Feature_5,Product_Feature_6,Product_Feature_7,Product_Feature_8,Product_Feature_9,Product_Feature_10,YouTube_Link_EN_Link,YouTube_Link_SP_Link,YouTube_FR_Link,Vimeo_Link_EN_Link,Vimeo_Link_SP_Link,Vimeo_Link_FR_Link,Product_Sell_Sheet_pdf_SP_emailable_size_Link,Product_Sell_Sheet_pdf_FR_emailable_size_Link,LANGUAGES_ON_PRODUCT_PACKAGING,AMZ_Product_Name,AMZ_ASIN_Number,AMZ_Product_Description,AMZ_Product_Benefits,AMZ_Product_Usage,AMZ_Search_Term_Keywords_ALL,AMZ_Images_Dropbox_Folder_Link,Customer_reference_number,Customer_product_name,Customer_name,OG_product_or_Private_Label
640-SKP650,shears,1,og_products,,640,SKP-650,752110642112,Olivia Garden,"SIlkCut Pro Shear 6.5"" with sleeve","SILKCUT PRO 6.5"" SHEAR",Shears,,,,,,,30752110642113,49.99,29.99,26.99,25,22.5,37.49,179.99,,59.99,20.47,21,,,30,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JINCHENG,China,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/vfnpshsx4k65u8v/AAAU7BRQDKDtfLopCmTOGVSka?dl=0,,https://www.dropbox.com/s/m26tipvtxdofu3q/SilkCutPRO_Sell%20Sheet.pdf?dl=0,,,Superior Steel for Improved Hardness & Longevity + Hand honed powerful razor sharp convex blade,Ultra sharp blade edge for effortless cuts + Reinforced steel alloy for extra strength,Ergonomic Handle Design + Optimal finger rest positions for effortless cuts with all fingers,Comfort offset handle with special thumb curvature keeps hand relaxed in natural open position + Angled finger rest for greater comfort,Integrated Tension Dial + Perfectly smooth ball-bearing pivot mechanism,Sleek design with no protruding knobs + Easy to adjust with tool included + Silicone silencer with easy grip screw,,,,,https://youtu.be/PwYBJB4LZn4,https://youtu.be/zXLZp0G5bt8,https://youtu.be/RGMygmm5zco,https://vimeo.com/259906723,https://vimeo.com/256155251,https://vimeo.com/256613152,,,"English, French, Spanish",,,,,,,,,,,
640-SKPT635,shears,1,og_products,,640,SKP-T635,752110642129,Olivia Garden,"SilkCut Pro Thinner 6"" 35 teeth with sleeve","SILKCUT PRO 6"" THINNER",Shears,,,,,10,100,30752110642120,49.99,29.99,26.99,25,22.5,37.49,,,59.99,21.55,21,,,30,27,6.8,0,2.1,1.76,1.3199,8.4,3.1,3.1,1.93,15.5,7.1,9.1,18.19,17.272,0,5.334,49.8951,82.4943,21.336,7.874,7.874,0.8753,39.37,18.034,23.114,8.2494,,,,,,,,,,,,,JINCHENG,China,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/vfnpshsx4k65u8v/AAAU7BRQDKDtfLopCmTOGVSka?dl=0,,https://www.dropbox.com/s/m26tipvtxdofu3q/SilkCutPRO_Sell%20Sheet.pdf?dl=0,,,35 handcrafted teeth with microserration,Superior Steel for Improved Hardness & Longevity + Hand honed powerful razor sharp convex blade,Ultra sharp blade edge for effortless cuts + Reinforced steel alloy for extra strength,Ergonomic Handle Design + Optimal finger rest positions for effortless cuts with all fingers,Comfort offset handle with special thumb curvature keeps hand relaxed in natural open position + Angled finger rest for greater comfort,Integrated Tension Dial + Perfectly smooth ball-bearing pivot mechanism,Sleek design with no protruding knobs + Easy to adjust with tool included + Silicone silencer with easy grip screw,,,,https://youtu.be/PwYBJB4LZn4,https://youtu.be/zXLZp0G5bt8,https://youtu.be/RGMygmm5zco,https://vimeo.com/259906723,https://vimeo.com/256155251,https://vimeo.com/256613152,,,"English, French, Spanish",,,,,,,,,,,
CP-MR4,apparel,1,og_products,,CP,MR-4,752110980542,Olivia Garden,Mirage Cape Purple Mist,MIRAGE CAPE PURPLE MIST,Apparel,,,,,12,48,30752110980543,27.5,16.5,14.85,13.75,12.38,20.63,32.95,,34.25,8.63,,,,17.13,15.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HISHI,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perfect Fit™ neck closure + Adjusts to all neck sizes perfectly, easily & comfortably",Anti-static + Waterproof & stain resistant + Comfortable lightweight breathable fabric,"Easy care, wash & wear + Large size 59"" x 54"" (150cm x 137cm) + One size fits all",,,,,,,,,,,,,,,,"English, French, Spanish",,,,,,,,,,,
640-SKP50LH,shears,1,og_products,,640,SKP-50LH,752110642167,Olivia Garden,"SilkCut Pro Shear 5.0"" LEFT HANDED with sleeve","SILKCUT PRO 5"" LEFT HAND SHEAR",Shears,,,,,,,30752110642168,49.99,29.99,26.99,25,22.5,37.49,179.99,,59.99,21.55,21,,,30,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JINCHENG,China,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/z4pzhqzhbkfmv0s/AACJ_6gR3fHSzxEiQTgMrnFCa?dl=0,,https://www.dropbox.com/s/m26tipvtxdofu3q/SilkCutPRO_Sell%20Sheet.pdf?dl=0,,,Superior Steel for Improved Hardness & Longevity + Hand honed powerful razor sharp convex blade,Ultra sharp blade edge for effortless cuts + Reinforced steel alloy for extra strength,Ergonomic Handle Design + Optimal finger rest positions for effortless cuts with all fingers,Comfort offset handle with special thumb curvature keeps hand relaxed in natural open position + Angled finger rest for greater comfort,Integrated Tension Dial + Perfectly smooth ball-bearing pivot mechanism,Sleek design with no protruding knobs + Easy to adjust with tool included + Silicone silencer with easy grip screw,,,,,https://youtu.be/PwYBJB4LZn4,https://youtu.be/zXLZp0G5bt8,https://youtu.be/RGMygmm5zco,https://vimeo.com/259906723,https://vimeo.com/256155251,https://vimeo.com/256613152,,,"English, French, Spanish",,,,,,,,,,,
640-SKP575LH,shears,1,og_products,,640,SKP-575LH,752110642174,Olivia Garden,"SilkCut Pro Shear 5.75"" LEFT HANDED with sleeve","SILKCUT PRO 5.75"" LEFT SHEAR",Shears,,,,,10,100,30752110642175,49.99,29.99,26.99,25,22.5,37.49,179.99,,59.99,21.55,21,,,30,27,6.5,0.3,2.1,1.92,0.9803,8.4,3.1,3.1,1.28,15.2,7.2,9,13.51,16.51,0.762,5.334,54.431,61.2698,21.336,7.874,7.874,0.5805,38.608,18.288,22.86,6.127,,,,,,,,,,,,,JINCHENG,China,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/z4pzhqzhbkfmv0s/AACJ_6gR3fHSzxEiQTgMrnFCa?dl=0,,https://www.dropbox.com/s/m26tipvtxdofu3q/SilkCutPRO_Sell%20Sheet.pdf?dl=0,,,Superior Steel for Improved Hardness & Longevity + Hand honed powerful razor sharp convex blade,Ultra sharp blade edge for effortless cuts + Reinforced steel alloy for extra strength,Ergonomic Handle Design + Optimal finger rest positions for effortless cuts with all fingers,Comfort offset handle with special thumb curvature keeps hand relaxed in natural open position + Angled finger rest for greater comfort,Integrated Tension Dial + Perfectly smooth ball-bearing pivot mechanism,Sleek design with no protruding knobs + Easy to adjust with tool included + Silicone silencer with easy grip screw,,,,,https://youtu.be/PwYBJB4LZn4,https://youtu.be/zXLZp0G5bt8,https://youtu.be/RGMygmm5zco,https://vimeo.com/259906723,https://vimeo.com/256155251,https://vimeo.com/256613152,,,"English, French, Spanish",,,,,,,,,,,
640-SKP650LH,shears,1,og_products,,640,SKP-650LH,752110642181,Olivia Garden,"SilkCut Pro Shear 6.5"" LEFT HANDED with sleeve","SILKCUT PRO 6.5"" LEFT SHEAR",Shears,,,,,10,100,30752110642182,49.99,29.99,26.99,25,22.5,37.49,179.99,,59.99,21.55,21,,,30,27,7.2,0.3,2.1,2.24,1.1037,8.4,3.1,3.1,1.44,15.2,7.2,9,15.21,18.288,0.762,5.334,63.5029,68.9796,21.336,7.874,7.874,0.6531,38.608,18.288,22.86,6.898,,,,,,,,,,,,,JINCHENG,China,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/z4pzhqzhbkfmv0s/AACJ_6gR3fHSzxEiQTgMrnFCa?dl=0,,https://www.dropbox.com/s/m26tipvtxdofu3q/SilkCutPRO_Sell%20Sheet.pdf?dl=0,,,Superior Steel for Improved Hardness & Longevity + Hand honed powerful razor sharp convex blade,Ultra sharp blade edge for effortless cuts + Reinforced steel alloy for extra strength,Ergonomic Handle Design + Optimal finger rest positions for effortless cuts with all fingers,Comfort offset handle with special thumb curvature keeps hand relaxed in natural open position + Angled finger rest for greater comfort,Integrated Tension Dial + Perfectly smooth ball-bearing pivot mechanism,Sleek design with no protruding knobs + Easy to adjust with tool included + Silicone silencer with easy grip screw,,,,,https://youtu.be/PwYBJB4LZn4,https://youtu.be/zXLZp0G5bt8,https://youtu.be/RGMygmm5zco,https://vimeo.com/259906723,https://vimeo.com/256155251,https://vimeo.com/256613152,,,"English, French, Spanish",,,,,,,,,,,
640-SKPT635LH,shears,1,og_products,,640,SKP-T635LH,752110642198,Olivia Garden,"SilkCut Pro Thinner 6"" LEFT HANDED 35 teeth with sleeve","SILKCUT PRO 6"" LEFT THINNER",Shears,,,,,10,100,30752110642199,49.99,29.99,26.99,25,22.5,37.49,,,59.99,22.63,21,,,30,27,6.7,0.3,2.1,2.08,,8.4,3.1,3.1,1.38,15.5,7.5,8.9,14.5,17.018,0.762,5.334,58.967,,21.336,7.874,7.874,0.6259,39.37,19.05,22.606,6.576,,,,,,,,,,,,,JINCHENG,China,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/z4pzhqzhbkfmv0s/AACJ_6gR3fHSzxEiQTgMrnFCa?dl=0,,https://www.dropbox.com/s/m26tipvtxdofu3q/SilkCutPRO_Sell%20Sheet.pdf?dl=0,,,Superior Steel for Improved Hardness & Longevity + Hand honed powerful razor sharp convex blade,Ultra sharp blade edge for effortless cuts + Reinforced steel alloy for extra strength,Ergonomic Handle Design + Optimal finger rest positions for effortless cuts with all fingers,Comfort offset handle with special thumb curvature keeps hand relaxed in natural open position + Angled finger rest for greater comfort,Integrated Tension Dial + Perfectly smooth ball-bearing pivot mechanism,Sleek design with no protruding knobs + Easy to adjust with tool included + Silicone silencer with easy grip screw,,,,,https://youtu.be/PwYBJB4LZn4,https://youtu.be/zXLZp0G5bt8,https://youtu.be/RGMygmm5zco,https://vimeo.com/259906723,https://vimeo.com/256155251,https://vimeo.com/256613152,,,"English, French, Spanish",,,,,,,,,,,
640-STC01,shears,1,og_products,,640,ST-C01,752110641603,Olivia Garden,"StraightCut intro case deal 5"" contains: ST-50, ST-627D & zipper case","STRAIGHTCUT INTRO DEAL 5""",Shears,,,,,12,48,30752110641604,99.99,59.99,53.99,50,45,74.99,119.99,,129.99,40.99,42,,,65,58.5,8.8,1.4,4.9,11.2,6.0467,11,9,9,10,20,12,20,40,22.352,3.556,12.446,317.5144,377.9167,27.94,22.86,22.86,4.536,50.8,30.48,50.8,18.14,,,,,,,,,,,,,JC SCISSORS,China,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/swua5gb9h3mipqc/AAAN3Zlc31ptHYlOuOf-xqhEa?dl=0,,https://www.dropbox.com/s/plh9qqwgovbnnfh/StraightCut%20sell%20sheet%20USA%20Final.pdf?dl=0,,,Shear Care™ Oil Brush included in case deal + Convenient & easy to use + Soft brush on one end & a click system on the other + Simply twist to lubricate brush & apply to blades,,,,,,,,,,,,,,,,,,"English, French, Spanish",,,,,,,,,,,
640-STC02,shears,1,og_products,,640,ST-C02,752110641610,Olivia Garden,"StraightCut intro case deal 5.75"" contains: ST-575, ST-627D & zipper case","STRAIGHTCUT INTRO DEAL 5.75""",Shears,,,,,12,48,30752110641611,99.99,59.99,53.99,50,45,74.99,119.99,,129.99,40.99,42,,,65,58.5,8.8,1.4,4.9,11.2,6.0467,11,9,9,10,20,12,20,40,22.352,3.556,12.446,317.5144,377.9167,27.94,22.86,22.86,4.536,50.8,30.48,50.8,18.14,,,,,,,,,,,,,JC SCISSORS,China,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/swua5gb9h3mipqc/AAAN3Zlc31ptHYlOuOf-xqhEa?dl=0,,https://www.dropbox.com/s/plh9qqwgovbnnfh/StraightCut%20sell%20sheet%20USA%20Final.pdf?dl=0,,,Shear Care™ Oil Brush included in case deal + Convenient & easy to use + Soft brush on one end & a click system on the other + Simply twist to lubricate brush & apply to blades,,,,,,,,,,,,,,,,,,"English, French, Spanish",,,,,,,,,,,
640-ST50,shears,1,og_products,,640,ST-50,752110641573,Olivia Garden,"StraightCut Shear 5.0"" with sleeve","STRAIGHTCUT 5"" SHEAR",Shears,,,,,,,30752110641574,39.99,23.99,21.59,20,18,29.99,119.99,,49.95,16.15,16.8,,,24.98,22.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JINCHENG,China,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/swua5gb9h3mipqc/AAAN3Zlc31ptHYlOuOf-xqhEa?dl=0,,https://www.dropbox.com/s/plh9qqwgovbnnfh/StraightCut%20sell%20sheet%20USA%20Final.pdf?dl=0,,,Hand Honed Powerful Razor Sharp Convex Blade + Extremely lightweight,Special finish on handle for better control + Sleek finger rest + Perfectly symmetrical design,Thin tension dial for precise adjustments + Silicone silencer,,,,,,,,https://youtu.be/rRuGkMuD1AU,https://youtu.be/yrQUmngvPig,https://youtu.be/wqSwG9Zi1v0,https://vimeo.com/114168286,https://vimeo.com/184722933,https://vimeo.com/184916192,,,"English, French, Spanish",,,,,,,,,,,
640-ST575,shears,1,og_products,,640,ST-575,752110641580,Olivia Garden,"StraightCut Shear 5.75"" with sleeve","STRAIGHTCUT 5.75"" SHEAR",Shears,,,,,,,30752110641581,39.99,23.99,21.59,20,18,29.99,119.99,,49.95,16.15,16.8,,,24.98,22.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JINCHENG,China,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/swua5gb9h3mipqc/AAAN3Zlc31ptHYlOuOf-xqhEa?dl=0,,https://www.dropbox.com/s/plh9qqwgovbnnfh/StraightCut%20sell%20sheet%20USA%20Final.pdf?dl=0,,,Hand Honed Powerful Razor Sharp Convex Blade + Extremely lightweight,Special finish on handle for better control + Sleek finger rest + Perfectly symmetrical design,Thin tension dial for precise adjustments + Silicone silencer,,,,,,,,https://youtu.be/rRuGkMuD1AU,https://youtu.be/yrQUmngvPig,https://youtu.be/wqSwG9Zi1v0,https://vimeo.com/114168286,https://vimeo.com/184722933,https://vimeo.com/184916192,,,"English, French, Spanish",,,,,,,,,,,
640-ST627D,shears,1,og_products,,640,ST-627D,752110641597,Olivia Garden,"StraightCut Thinner 6"" 27 teeth on both blades with sleeve","STRAIGHTCUT 6"" THINNER",Shears,,,,,,,30752110641598,39.99,23.99,21.59,20,18,29.99,,,49.95,21.55,16.8,,,24.98,22.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JINCHENG,China,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/swua5gb9h3mipqc/AAAN3Zlc31ptHYlOuOf-xqhEa?dl=0,,https://www.dropbox.com/s/plh9qqwgovbnnfh/StraightCut%20sell%20sheet%20USA%20Final.pdf?dl=0,,,27 handcrafted teeth with microserration,,,,,,,,,,https://youtu.be/rRuGkMuD1AU,https://youtu.be/yrQUmngvPig,https://youtu.be/wqSwG9Zi1v0,https://vimeo.com/114168286,https://vimeo.com/184722933,https://vimeo.com/184916192,,,"English, French, Spanish",,,,,,,,,,,
640-SWC01,shears,1,og_products,,640,SW-C01,752110640620,Olivia Garden,"SwivelCut intro case deal 5"" contains: SW-50, razor RZ-E & zipper case","SWIVELCUT INTRO DEAL 5""",Shears,,,,,12,48,30752110640621,99.99,59.99,53.99,50,45,74.99,119.99,,129.99,29.11,42,,,65,58.5,8.8,1.4,4.9,11.2,6.0467,11,9,9,10,20,12,20,40,22.352,3.556,12.446,317.5144,377.9167,27.94,22.86,22.86,4.536,50.8,30.48,50.8,18.14,,,,,,,,,,,,,JC SCISSORS,China,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/rxd73ft3egdv065/AAB2HWTP2Tes1CarN3juua8ua?dl=0,,https://www.dropbox.com/s/kf8sujh9f9d0998/SW_SellSheet.pdf?dl=0,,,Shear Care™ Oil Brush included in case deal + Convenient & easy to use + Soft brush on one end & a click system on the other + Simply twist to lubricate brush & apply to blades,,,,,,,,,,,,,,,,,,"English, French, Spanish",,,,,,,,,,,
CP-PR1,apparel,1,og_products,,CP,PR-1,752110980313,Olivia Garden,Prestige Cape Black,PRESTIGE CAPE BLACK,Apparel,,,,,12,48,30752110980314,28.95,17.37,15.63,14.48,13.03,20.63,34.75,,35.99,7.55,,,,18,16.2,9.8,1.1,3.8,6.4,3.2275,7.7,10.2,7.7,4.9,16.4,11.1,16,21.35,24.892,2.794,9.652,181.4368,201.7196,19.558,25.908,19.558,2.2222,41.656,28.194,40.64,9.6825,,,,,,,,,,,,,HISHI,China,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/eou3lwrzmjednwl/AAAyg_OCIKTzK5csQvifF9ita?dl=0,,https://www.dropbox.com/s/rtrulu0sd74r6bq/Prestige%20Sell%20Sheet.pdf?dl=0,,,"Perfect Fit™ neck closure + Adjusts to all neck sizes perfectly, easily & comfortably",Anti-static + Waterproof & stain resistant + Comfortable lightweight breathable fabric,"Easy care, wash & wear + Large size 59"" x 54"" (150cm x 137cm) + One size fits all",,,,,,,,,,,,,,,,"English, French, Spanish",,,,,,,,,,,
640-SWC02,shears,1,og_products,,640,SW-C02,752110640637,Olivia Garden,"SwivelCut intro case deal 5.75"" contains: SW-575, razor RZ-E & zipper case","SWIVELCUT INTRO DEAL 5.75""",Shears,,,,,12,48,30752110640638,99.99,59.99,53.99,50,45,74.99,119.99,,129.99,29.11,42,,,65,58.5,8.8,1.4,4.9,11.2,6.0467,11,9,9,10,20,12,20,40,22.352,3.556,12.446,317.5144,377.9167,27.94,22.86,22.86,4.536,50.8,30.48,50.8,18.14,,,,,,,,,,,,,JC SCISSORS,China,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/rxd73ft3egdv065/AAB2HWTP2Tes1CarN3juua8ua?dl=0,,https://www.dropbox.com/s/kf8sujh9f9d0998/SW_SellSheet.pdf?dl=0,,,Shear Care™ Oil Brush included in case deal + Convenient & easy to use + Soft brush on one end & a click system on the other + Simply twist to lubricate brush & apply to blades,,,,,,,,,,,,,,,,,,"English, French, Spanish",,,,,,,,,,,
640-SWC05,shears,1,og_products,,640,SW-C05,752110640743,Olivia Garden,"SwivelCut intro case deal 6.50"" contains: SW-650, razor RZ-E & zipper case","SWIVELCUT INTRO DEAL 6.5""",Shears,,,,,12,48,30752110640744,99.99,59.99,53.99,50,45,74.99,119.99,,129.99,29.11,42,,,65,58.5,8.8,1.4,4.9,11.2,6.0467,11,9,9,10,20,12,20,40,22.352,3.556,12.446,317.5144,377.9167,27.94,22.86,22.86,4.536,50.8,30.48,50.8,18.14,,,,,,,,,,,,,JC SCISSORS,China,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/rxd73ft3egdv065/AAB2HWTP2Tes1CarN3juua8ua?dl=0,,https://www.dropbox.com/s/kf8sujh9f9d0998/SW_SellSheet.pdf?dl=0,,,Shear Care™ Oil Brush included in case deal + Convenient & easy to use + Soft brush on one end & a click system on the other + Simply twist to lubricate brush & apply to blades,,,,,,,,,,,,,,,,,,"English, French, Spanish",,,,,,,,,,,
640-SWC08,shears,1,og_products,,640,SW-C08,752110640712,Olivia Garden,"SwivelCut intro case deal Thinner contains: SW-T635D, razor RZ-E & zipper case",SWIVELCUT DEAL T635D & RAZOR,Shears,,,,,12,48,30752110640713,99.99,59.99,53.99,50,45,74.99,119.99,,129.99,29.11,42,,,65,58.5,8.8,1.4,4.9,11.2,6.0467,11,9,9,10,20,12,20,40,22.352,3.556,12.446,317.5144,377.9167,27.94,22.86,22.86,4.536,50.8,30.48,50.8,18.14,,,,,,,,,,,,,JC SCISSORS,China,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/rxd73ft3egdv065/AAB2HWTP2Tes1CarN3juua8ua?dl=0,,https://www.dropbox.com/s/kf8sujh9f9d0998/SW_SellSheet.pdf?dl=0,,,Shear Care™ Oil Brush included in case deal + Convenient & easy to use + Soft brush on one end & a click system on the other + Simply twist to lubricate brush & apply to blades,,,,,,,,,,,,,,,,,,"English, French, Spanish",,,,,,,,,,,
640-SWC01LH,shears,1,og_products,,640,SW-C01LH,752110640699,Olivia Garden,"SwivelCut intro case deal 5"" LEFT HANDED contains: SW-50LH, razor RZ-E & zipper case","SWIVELCUT INTRO DEAL 5"" LEFT",Shears,,,,,12,48,30752110640690,99.99,59.99,53.99,50,45,74.99,119.99,,129.99,29.11,42,,,65,58.5,8.8,1.4,4.9,11.2,6.0467,11,9,9,10,20,12,20,40,22.352,3.556,12.446,317.5144,377.9167,27.94,22.86,22.86,4.536,50.8,30.48,50.8,18.14,,,,,,,,,,,,,JC SCISSORS,China,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/w5lhyp73lnjlp4f/AADdtvG8fc93bAUND8kk-eHpa?dl=0,,https://www.dropbox.com/s/kf8sujh9f9d0998/SW_SellSheet.pdf?dl=0,,,Shear Care™ Oil Brush included in case deal + Convenient & easy to use + Soft brush on one end & a click system on the other + Simply twist to lubricate brush & apply to blades,,,,,,,,,,,,,,,,,,"English, French, Spanish",,,,,,,,,,,
640-SWC02LH,shears,1,og_products,,640,SW-C02LH,752110640705,Olivia Garden,"SwivelCut intro case deal 5.75"" LEFT HANDED contains: SW-575LH, razor RZ-E & zipper case","SWIVELCUT INTRO DEAL 5.75""LEFT",Shears,,,,,12,48,30752110640706,99.99,59.99,53.99,50,45,74.99,119.99,,129.99,29.11,42,,,65,58.5,8.8,1.4,4.9,11.2,6.0467,11,9,9,10,20,12,20,40,22.352,3.556,12.446,317.5144,377.9167,27.94,22.86,22.86,4.536,50.8,30.48,50.8,18.14,,,,,,,,,,,,,JC SCISSORS,China,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/w5lhyp73lnjlp4f/AADdtvG8fc93bAUND8kk-eHpa?dl=0,,https://www.dropbox.com/s/kf8sujh9f9d0998/SW_SellSheet.pdf?dl=0,,,Shear Care™ Oil Brush included in case deal + Convenient & easy to use + Soft brush on one end & a click system on the other + Simply twist to lubricate brush & apply to blades,,,,,,,,,,,,,,,,,,"English, French, Spanish",,,,,,,,,,,
640-SWC05LH,shears,1,og_products,,640,SW-C05LH,752110640750,Olivia Garden,"SwivelCut intro case deal 6.50"" LEFT HANDED contains: SW-650LH, razor RZ-E & zipper case","SWIVELCUT INTRO DEAL 6.5"" LEFT",Shears,,,,,12,48,30752110640751,99.99,59.99,53.99,50,45,74.99,119.99,,129.99,29.11,42,,,65,58.5,8.8,1.4,4.9,11.2,6.0467,11,9,9,10,20,12,20,40,22.352,3.556,12.446,317.5144,377.9167,27.94,22.86,22.86,4.536,50.8,30.48,50.8,18.14,,,,,,,,,,,,,JC SCISSORS,China,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/w5lhyp73lnjlp4f/AADdtvG8fc93bAUND8kk-eHpa?dl=0,,https://www.dropbox.com/s/kf8sujh9f9d0998/SW_SellSheet.pdf?dl=0,,,Shear Care™ Oil Brush included in case deal + Convenient & easy to use + Soft brush on one end & a click system on the other + Simply twist to lubricate brush & apply to blades,,,,,,,,,,,,,,,,,,"English, French, Spanish",,,,,,,,,,,
640-SWC08LH,shears,1,og_products,,640,SW-C08LH,752110640767,Olivia Garden,"SwivelCut intro case deal Thinner LEFT HANDED contains: SW-T635DLH, razor RZ-E & zipper case",SWIVELCUT LH T635D & RAZOR,Shears,,,,,12,48,30752110640768,99.99,59.99,53.99,50,45,74.99,119.99,,129.99,29.11,42,,,65,58.5,8.8,1.4,4.9,11.2,6.0467,11,9,9,10,20,12,20,40,22.352,3.556,12.446,317.5144,377.9167,27.94,22.86,22.86,4.536,50.8,30.48,50.8,18.14,,,,,,,,,,,,,JC SCISSORS,China,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/w5lhyp73lnjlp4f/AADdtvG8fc93bAUND8kk-eHpa?dl=0,,https://www.dropbox.com/s/kf8sujh9f9d0998/SW_SellSheet.pdf?dl=0,,,Shear Care™ Oil Brush included in case deal + Convenient & easy to use + Soft brush on one end & a click system on the other + Simply twist to lubricate brush & apply to blades,,,,,,,,,,,,,,,,,,"English, French, Spanish",,,,,,,,,,,
